"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","21","63","1","1","104.016365","0","1082"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","21","63","2","1","105.700577","0","925"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","21","63","1","1","105.855019","0","1092"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","21","63","1","1","104.741493","0","984"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","21","63","1","1","108.046074","0","1123"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","21","63","1","1","107.959412","0","897"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","21","63","1","1","111.447914","0","825"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","21","63","1","1","107.292801","0","1035"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","21","63","1","1","105.113487","0","829"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","21","63","1","1","103.594131","0","1071"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","21","63","1","1","104.216255","0","750"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","21","63","1","1","104.119278","0","1060"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","21","63","1","1","103.830948","0","985"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","21","63","1","1","114.917282","0","1178"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","21","63","1","1","102.158997","0","834"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","21","63","1","1","103.822807","0","954"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","21","6","1","1","5.612662","0","17"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","21","6","1","1","5.134314","0","22"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","21","56","1","1","43.559063","0","836"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","21","63","1","1","103.393372","0","1021"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","21","63","1","1","106.463448","0","1161"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","21","63","1","1","106.353134","0","1176"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","21","63","1","1","104.642197","0","832"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","21","63","1","1","104.858391","0","1226"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","21","63","1","1","107.443748","0","1068"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","21","63","1","1","104.474792","0","1064"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","21","63","1","1","161.013840","0","973"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","21","63","1","1","124.568039","0","1150"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","21","63","1","1","108.584137","0","1062"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","21","63","1","1","112.308983","0","943"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","21","69","1","1","113.465004","0","942"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","21","12","1","1","9.533050","0","89"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","21","63","1","1","110.670784","0","1122"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","21","63","1","1","112.454742","0","933"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","21","63","1","1","112.043861","0","732"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","21","63","1","1","113.711823","0","1104"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","21","63","1","1","106.124474","0","1035"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","6","1","1","2.779404","0","26"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","21","63","1","1","108.738396","0","1226"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","21","63","1","1","110.835632","0","1045"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","21","63","1","1","117.237663","0","938"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","21","63","1","1","110.866241","0","982"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","21","8","1","1","7.006393","0","28"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","21","8","1","1","0.000000","0","28"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","21","63","1","1","107.546165","0","1033"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","21","63","1","1","116.139015","0","1275"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","21","4","4","2","2.366045","0","6"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","21","14","1","1","14.474710","0","118"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","21","84","1","1","37.224888","0","1963"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","21","21","1","1","36.689457","0","216"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","21","63","1","1","122.419579","0","1033"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","21","4","1","1","3.770893","0","13"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","24","9","6","18.541393","0","96"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","14","1","1","11.570439","0","107"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","21","54","1","1","83.974937","0","877"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","21","6","1","1","6.828173","0","22"
"/Game/VRTemplate/Materials/M_TeleportCylinder.M_TeleportCylinder","21","6","2","1","7.280297","0","24"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","21","63","1","1","109.961838","0","790"
"/Interchange/gltf/M_Unlit.M_Unlit","21","26","9","6","17.499775","0","83"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","54","1","1","88.192612","0","619"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","138","1","1","257.505829","0","3404"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","21","126","67","3","231.772675","0","1776"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","21","63","65","2","113.161827","0","1115"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","126","6","6","217.162140","0","945"
"/Interchange/gltf/M_Transmission.M_Transmission","21","32","2","2","60.827446","0","172"
"/Interchange/gltf/M_Sheen.M_Sheen","21","126","6","6","322.071808","0","939"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","126","27","6","491.685242","0","806"
"/Interchange/gltf/M_Default.M_Default","21","21","106","6","40.226620","0","203"
"/Game/Characters/MannequinsXR/Materials/M_Mannequin.M_Mannequin","21","42","43","2","81.817299","0","548"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","21","0","2","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","21","0","23","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","21","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","21","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","21","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","21","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","21","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","21","0","26","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","21","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","21","0","2","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","21","0","2","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","21","0","2","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","0","2","1","0.000000","0","0"
