"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","21","2","2","1","2.452208","0","2"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","21","84","2","1","0.000000","0","2151"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","21","4","4","1","8.023451","0","4"
"/ControlRig/M_Manip.M_Manip","21","4","1","1","2.676275","0","10"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","24","2","2","23.035347","0","164"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","21","2","2","1","1.545708","0","3"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","1.347504","0","3"
"/Engine/VREditor/LaserPointer/LaserPointerMaterial.LaserPointerMaterial","21","20","2","2","13.104229","0","124"
"/OpenXR/Devices/M_XRController.M_XRController","21","63","7","3","215.031097","0","463"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","26","9","6","19.468506","0","99"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","4","2","1","3.729267","0","11"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","105","1","1","84.073219","0","838"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","294","1","1","590.433533","0","6687"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","864","1","1","1454.442383","0","42278"
"/Engine/EngineDebugMaterials/ShadedLevelColorationLitMaterial.ShadedLevelColorationLitMaterial","21","864","1","1","1373.444458","0","45544"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","27","1","1","43.456657","0","218"
"/Game/VRTemplate/Materials/M_HUD.M_HUD","21","2","2","1","1.788222","0","3"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","6","1","1","3.164058","0","26"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","2","2","1","1.562682","0","3"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","21","63","1","1","117.226387","0","699"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","21","21","1","1","39.571281","0","136"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","21","63","2","1","118.454178","0","716"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","21","4","1","1","4.174066","0","13"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","14","1","1","12.671035","0","71"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","21","6","1","1","7.481674","0","21"
"/Game/VRTemplate/Materials/M_TeleportCylinder.M_TeleportCylinder","21","6","1","1","7.932634","0","18"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","21","126","7","2","300.244293","0","1888"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","21","126","2","2","251.487152","0","1804"
"/Game/Characters/MannequinsXR/Materials/M_Mannequin.M_Mannequin","21","84","2","2","185.191254","0","861"
"/Interchange/gltf/M_Unlit.M_Unlit","21","26","9","6","18.916134","0","101"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","54","1","1","99.778915","0","636"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","138","1","1","273.976227","0","2989"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","126","7","6","210.845139","0","1053"
"/Interchange/gltf/M_Transmission.M_Transmission","21","32","2","2","60.710312","0","217"
"/Interchange/gltf/M_Sheen.M_Sheen","21","126","6","6","247.690765","0","857"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","126","7","6","252.038483","0","832"
"/Interchange/gltf/M_Default.M_Default","21","126","11","6","211.079575","0","869"
